Vehicle Type,Drive Type,Model Year,Production (000),Production Share,2-Cycle MPG,Real-World MPG,Real-World MPG_City,Real-World MPG_Hwy,Real-World CO2 (g/mi),Real-World CO2_City (g/mi),Real-World CO2_Hwy (g/mi),Weight (lbs),Footprint (sq. ft.),Engine Displacement,Horsepower (HP),Acceleration (0-60 time in seconds),HP/Engine Displacement,HP/Weight (lbs),Ton-MPG (Real-World),Transmission - Manual,Transmission - Automatic,Transmission - Lockup,Transmission - CVT (Hybrid),Transmission - Other,Fuel Delivery - Carbureted,Fuel Delivery - Gasoline Direct Injection (GDI),Fuel Delivery - Port Fuel Injection,Fuel Delivery - Throttle Body Injection,Fuel Delivery - Other,Powertrain - Diesel,Powertrain - Electric Vehicle (EV),Powertrain - Plug-in Hybrid Electric Vehicle (PHEV),Powertrain - Fuel Cell Vehicle  (FCV),Powertrain - Other (incl. CNG),Powertrain - Gasoline Hybrid,Powertrain - Gasoline,Turbocharged Engine,Stop/Start,Cylinder Deactivation,Multivalve Engine,Variable Valve Timing,Average Number of Gears,Transmission - CVT (Non-Hybrid),Cylinders,4 or Fewer Gears,5 Gears,6 Gears,7 Gears,8 Gears,9 or More Gears
"Sedan/Wagon","Rear Wheel Drive","2004","1035","0.137","24.33798","19.74198","16.19467","23.76352","450.15757","548.76082","373.97654","3863.428","-","231.0401","245.9621","7.5336","1.100529","0.064078","38.18447","0.172","0.002","0.826","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","0.006","-","-","0.629","0.469","5.0","-","6.7","0.304","0.414","0.249","0.033","-","-"
"Sedan/Wagon","Rear Wheel Drive","2005","1163","0.145","24.37185","19.67751","16.17897","23.51320","451.89057","549.60669","378.17489","3955.085","-","236.0919","257.5131","7.4217","1.141683","0.065366","39.00523","0.131","0.002","0.866","-","-","-","-","0.994","-","0.006","0.006","-","-","-","-","-","0.994","0.002","-","0.068","0.676","0.432","5.0","-","6.7","0.272","0.518","0.176","0.034","-","-"
"Sedan/Wagon","Rear Wheel Drive","2006","1475","0.185","24.78981","20.00724","16.42856","23.94155","444.36031","541.15559","371.33930","3950.257","-","235.2966","264.8603","7.2705","1.154859","0.067116","39.68128","0.125","0.003","0.872","-","-","-","-","0.996","-","0.004","0.004","-","-","-","-","-","0.996","0.000","-","0.085","0.741","0.538","5.4","-","6.7","0.154","0.432","0.315","0.099","-","-"
"Sedan/Wagon","Rear Wheel Drive","2007","1113","0.138","24.65153","19.93937","16.27037","24.02667","445.80321","546.33227","369.96549","3951.807","-","237.7040","275.2284","7.1009","1.193179","0.069683","39.55849","0.141","0.001","0.858","-","-","-","-","0.994","-","0.002","0.002","-","-","-","-","0.003","0.995","0.043","-","0.047","0.751","0.553","5.6","-","6.7","0.077","0.435","0.323","0.133","0.032","-"
"Sedan/Wagon","Rear Wheel Drive","2008","1095","0.150","25.18272","20.31844","16.65970","24.35316","437.53674","533.62370","365.05008","3957.085","47.68798","229.9927","272.6440","7.3492","1.216702","0.068683","40.41351","0.118","0.022","0.860","-","-","-","0.057","0.940","-","0.003","0.003","-","-","-","-","0.001","0.996","0.067","-","0.035","0.790","0.545","5.5","-","6.6","0.241","0.243","0.363","0.125","0.029","-"
"Sedan/Wagon","Rear Wheel Drive","2009","603","0.107","25.49518","20.55150","16.80430","24.74199","432.60238","529.06994","359.33292","3954.126","47.46108","234.4154","282.4915","6.9995","1.233842","0.071046","40.87261","0.101","0.032","0.867","-","-","-","0.127","0.869","-","0.004","0.004","-","-","-","-","0.001","0.995","0.064","-","0.068","0.779","0.659","5.7","-","6.5","0.180","0.172","0.429","0.210","0.009","-"
"Sedan/Wagon","Rear Wheel Drive","2010","755","0.125","25.70823","20.77345","16.89631","25.12227","427.90814","526.10259","353.83162","4004.047","48.88814","243.8180","292.1044","6.9219","1.221469","0.072895","41.77497","0.130","0.011","0.858","0.000","-","-","0.185","0.812","-","0.002","0.002","-","-","-","-","0.002","0.995","0.043","-","0.040","0.731","0.616","5.6","-","6.6","0.216","0.178","0.426","0.164","0.016","-"
"Sedan/Wagon","Rear Wheel Drive","2011","767","0.134","26.58539","21.40584","17.42037","25.87091","415.65004","510.79974","343.87044","4018.351","48.34062","237.0987","306.7423","6.5994","1.319780","0.076300","43.42598","0.106","0.024","0.869","0.001","-","-","0.279","0.706","-","0.015","0.014","0.002","-","-","-","0.002","0.983","0.107","-","0.036","0.829","0.813","6.1","-","6.6","0.058","0.128","0.549","0.197","0.067","-"
"Sedan/Wagon","Rear Wheel Drive","2012","712","0.096","27.84934","22.32731","18.10361","27.09637","398.02314","490.94384","327.92507","4016.868","48.82832","229.2845","318.1976","6.3614","1.434219","0.078718","45.44876","0.106","0.030","0.865","-","-","-","0.451","0.544","-","0.005","0.003","0.002","0.003","-","-","0.002","0.989","0.202","0.074","0.071","0.882","0.945","6.5","-","6.2","0.005","0.136","0.415","0.223","0.220","-"
"Sedan/Wagon","Rear Wheel Drive","2013","880","0.107","28.57733","22.87240","18.61514","27.64128","388.53168","477.42055","321.47516","3900.052","48.05902","213.1419","308.6003","6.4156","1.511651","0.078288","44.98374","0.126","0.042","0.831","0.001","-","-","0.469","0.529","-","0.002","0.001","0.001","-","-","-","0.005","0.993","0.265","0.153","0.062","0.894","0.954","6.6","-","5.9","0.001","0.131","0.402","0.205","0.260","-"
"Sedan/Wagon","Rear Wheel Drive","2014","954","0.125","29.40273","23.55283","19.10379","28.57267","375.26926","463.21961","308.92075","3975.361","48.51649","220.7752","312.8032","6.3504","1.509266","0.078404","50.11612","0.100","0.057","0.843","0.000","-","-","0.500","0.469","-","0.032","0.010","0.022","0.007","-","-","0.003","0.958","0.245","0.227","0.093","0.861","0.941","6.5","-","6.0","0.028","0.125","0.367","0.209","0.270","-"
"Sedan/Wagon","Rear Wheel Drive","2015","908","0.115","29.10757","23.33891","18.90676","28.35297","379.55711","468.83762","312.20515","3972.000","48.70631","219.0386","322.5015","6.1896","1.578905","0.080641","48.35457","0.107","0.054","0.839","0.000","-","-","0.547","0.441","-","0.013","0.003","0.010","0.008","-","-","0.001","0.978","0.303","0.242","0.092","0.865","0.966","7.0","-","6.0","0.017","0.009","0.357","0.169","0.447","0.000"
"Sedan/Wagon","Rear Wheel Drive","2016","800","0.112","29.31738","23.51526","19.04870","28.56876","376.57706","465.15871","309.75231","3940.166","48.61623","219.3064","329.7145","6.0048","1.600935","0.083075","48.83284","0.117","0.050","0.833","0.000","-","-","0.542","0.444","-","0.015","0.002","0.012","0.007","-","-","0.001","0.978","0.387","0.281","0.165","0.821","0.978","7.2","-","5.9","0.017","0.001","0.230","0.175","0.572","0.004"
"Sedan/Wagon","Rear Wheel Drive","2017","700","0.100","29.65184","23.77831","19.31111","28.80509","371.28255","457.58165","306.17972","3952.116","48.37170","212.9668","326.9740","5.9700","1.668098","0.082322","51.11735","0.118","0.059","0.822","0.000","-","-","0.595","0.384","-","0.021","0.003","0.019","0.017","-","-","0.000","0.961","0.465","0.320","0.177","0.818","0.945","7.2","0.000","5.8","0.029","0.000","0.247","0.160","0.498","0.066"
"Sedan/Wagon","Rear Wheel Drive","2018","703","0.118","32.49183","26.02427","21.18650","31.44008","332.30017","410.36440","273.40961","4016.126","49.19878","212.4986","329.3476","5.7367","1.713379","0.081743","72.21552","0.074","0.157","0.768","0.001","-","-","0.530","0.352","-","0.118","0.001","0.116","0.023","-","-","0.001","0.859","0.462","0.397","0.156","0.747","0.846","7.2","0.000","5.8","0.121","-","0.083","0.092","0.516","0.188"
"Sedan/Wagon","Rear Wheel Drive","2019","661","0.125","30.77583","24.78611","20.01415","30.22209","351.62778","437.31309","286.98799","4017.804","49.44972","225.4865","343.3936","5.6631","1.689125","0.085361","66.25198","0.085","0.114","0.801","0.000","-","-","0.492","0.418","-","0.090","0.000","0.090","0.015","-","-","0.005","0.891","0.395","0.340","0.146","0.731","0.906","7.4","-","6.0","0.094","-","0.085","0.066","0.542","0.212"
"Sedan/Wagon","Rear Wheel Drive","2020","490","0.115","31.05009","25.01588","20.29120","30.34633","348.73974","431.75762","286.11222","4010.718","49.03488","222.5864","350.6912","5.3815","1.737534","0.086894","69.32805","0.072","0.136","0.792","0.000","-","-","0.515","0.388","-","0.097","-","0.097","0.005","-","-","0.003","0.896","0.436","0.283","0.144","0.727","0.843","7.5","-","6.0","0.099","-","0.088","0.059","0.497","0.257"
"Sedan/Wagon","Rear Wheel Drive","Prelim. 2021","-","0.134","32.57276","26.11174","21.16153","31.70709","327.78619","407.79170","267.43116","4081.416","49.70269","235.7215","349.5353","5.5159","1.683494","0.085260","80.96536","0.054","0.188","0.748","0.000","-","-","0.452","0.390","-","0.158","-","0.149","0.012","0.010","-","0.025","0.805","0.366","0.221","0.232","0.626","0.770","7.1","0.010","6.1","0.152","-","0.059","0.043","0.554","0.181"
"Car SUV","Rear Wheel Drive","1975","10","1.000","13.05756","11.12929","10.13552","12.64456","798.52390","876.81716","702.83214","4000.000","-","261.5908","112.7733","-","0.430248","0.028193","22.60428","0.683","0.317","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","5.1","-","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1976","11","1.000","12.38490","10.58091","9.39272","12.51605","839.90887","946.15820","710.04857","3986.237","-","263.3354","123.1064","-","0.467071","0.030935","22.09618","0.691","0.309","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","6.2","-","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1977","19","1.000","14.28340","12.16264","11.21446","13.56437","730.68014","792.45908","655.17255","4000.000","-","260.9918","124.4603","-","0.476739","0.031115","25.10549","0.825","0.175","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","6.2","-","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1978","16","1.000","13.55886","11.57282","10.36991","13.48465","767.91977","856.99842","659.04587","4000.000","-","262.3296","126.0851","14.1734","0.481002","0.031521","23.76201","0.842","0.158","-","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","-","-","6.2","-","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1979","16","1.000","16.82631","14.26603","13.87578","14.77387","622.94839","640.46833","601.53512","3270.859","-","185.1200","98.7179","16.3851","0.576153","0.029982","23.59804","0.377","0.583","0.039","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.3","-","5.1","1.000","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1980","0","1.000","17.16460","14.57638","13.92621","15.45846","609.68513","638.14935","574.89552","4000.000","-","280.2066","122.1928","16.1315","0.436430","0.030548","29.37284","0.039","0.094","0.868","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","7.2","1.000","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1981","0","1.000","17.26000","14.68025","13.71600","16.06020","605.37116","647.92943","553.35550","4000.000","-","318.0000","140.0000","14.3434","0.440252","0.035000","29.36050","-","-","1.000","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","8.0","1.000","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1982","13","1.000","23.40067","19.76697","20.17557","19.28949","449.58844","440.48314","460.71714","2629.999","-","158.5725","87.8139","17.3155","0.556546","0.033514","25.96125","0.046","0.865","0.089","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.0","-","4.3","1.000","-","-","-","-","-"
"Car SUV","Rear Wheel Drive","1983","34","1.000","24.33464","20.68730","19.49465","22.35918","429.58726","455.86872","397.46547","3124.431","-","162.9549","100.7415","15.4064","0.617265","0.032534","32.65834","0.193","0.376","0.432","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","3.7","-","5.2","0.893","0.107","-","-","-","-"
"Car SUV","Rear Wheel Drive","1984","55","1.000","22.61466","19.28953","17.47103","22.10116","460.71629","508.67055","402.10552","3486.502","-","179.4690","108.7714","15.2456","0.615247","0.031331","33.89977","0.194","0.158","0.648","-","-","1.000","-","-","-","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","5.9","0.873","0.127","-","-","-","-"
"Car SUV","Rear Wheel Drive","1985","88","1.000","23.48416","20.08032","17.62417","24.20283","442.57267","504.25066","367.18847","3469.242","-","170.8898","108.8355","15.0614","0.637029","0.031408","34.88328","0.159","-","0.841","-","-","0.947","-","-","0.053","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","5.8","0.918","0.082","-","-","-","-"
"Car SUV","Rear Wheel Drive","1986","59","1.000","22.26337","18.92466","17.11181","21.65796","469.60984","519.36056","410.34432","3479.487","-","169.7659","121.0844","13.4874","0.713221","0.034824","33.03645","0.181","-","0.819","-","-","0.131","-","0.000","0.868","0.000","0.000","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","5.7","0.889","0.111","-","-","-","-"
"Car SUV","Rear Wheel Drive","1987","95","1.000","22.86177","19.42471","17.10779","23.05481","457.50994","519.47108","385.47272","3491.782","-","178.8586","130.5429","13.0462","0.729852","0.037390","33.99778","0.143","-","0.857","-","-","-","-","0.328","0.672","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.1","-","5.9","0.898","0.102","-","-","-","-"
"Car SUV","Rear Wheel Drive","1988","109","1.000","22.74722","19.24756","17.05493","22.53121","461.72090","521.08109","394.43060","3494.767","-","199.1860","141.5664","12.3505","0.718759","0.040506","33.72946","0.246","-","0.754","-","-","-","-","0.482","0.518","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.2","-","5.9","0.758","0.242","-","-","-","-"
"Car SUV","Rear Wheel Drive","1989","108","1.000","22.68584","19.11214","17.05288","22.05536","464.99236","521.14362","402.94060","3497.227","-","226.0193","147.6344","11.4005","0.668097","0.042212","33.49352","0.274","-","0.726","-","-","0.014","-","0.447","0.539","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.3","-","5.9","0.726","0.274","-","-","-","-"
"Car SUV","Rear Wheel Drive","1990","65","1.000","22.45767","18.84529","16.88798","21.53370","471.57682","526.23232","412.70199","3518.094","-","208.7477","145.8198","10.9080","0.714391","0.041457","33.19891","0.351","0.018","0.630","-","-","0.051","-","0.633","0.316","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.4","-","5.7","0.649","0.351","-","-","-","-"
"Car SUV","Rear Wheel Drive","1991","224","1.000","21.79184","18.20849","16.42682","20.54704","488.06901","541.00543","432.51980","3732.531","-","214.8790","144.6175","11.8066","0.679544","0.038516","34.03092","0.222","0.001","0.777","-","-","0.008","-","0.493","0.499","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.1","-","5.5","0.778","0.222","-","-","-","-"
"Car SUV","Rear Wheel Drive","1992","243","1.000","21.42210","17.84349","16.06389","20.12662","498.05274","553.22828","441.55461","3712.507","-","209.8701","152.6120","11.0964","0.733583","0.040895","33.20409","0.246","-","0.754","-","-","0.012","-","0.684","0.303","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.1","-","5.5","0.775","0.225","-","-","-","-"
"Car SUV","Rear Wheel Drive","1993","473","1.000","20.43564","17.02920","15.04102","19.62872","521.86822","590.85098","452.75487","3847.533","-","238.3077","178.7425","9.5152","0.756729","0.046205","32.91223","0.109","-","0.891","-","-","0.007","-","0.906","0.087","-","-","-","-","-","-","-","1.000","-","-","-","-","-","4.0","-","6.1","0.891","0.109","-","-","-","-"
"Car SUV","Rear Wheel Drive","1994","323","0.974","21.82252","18.07481","16.09090","20.54839","491.67868","552.29988","432.49126","3728.127","-","209.5416","163.2273","9.9134","0.788850","0.043442","33.64328","0.206","0.078","0.716","-","-","-","-","0.919","0.081","-","-","-","-","-","-","-","1.000","-","-","-","0.098","-","4.1","-","5.5","0.794","0.206","-","-","-","-"
"Car SUV","Rear Wheel Drive","1995","220","0.999","21.52304","17.80795","15.66475","20.48286","499.04677","567.32465","433.87488","3763.743","-","214.1051","165.3270","10.2075","0.782605","0.043636","33.56221","0.173","-","0.827","-","-","-","-","0.908","0.092","-","-","-","-","-","-","-","1.000","-","-","-","0.191","-","4.1","-","5.7","0.827","0.173","-","-","-","-"
"Car SUV","Rear Wheel Drive","1996","269","0.937","21.98125","18.11606","15.91531","20.79548","490.55913","558.39312","427.35241","3760.674","-","221.2078","169.8743","10.2467","0.789730","0.045085","34.13669","0.149","-","0.851","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.279","-","4.1","-","5.7","0.851","0.149","-","-","-","-"
"Car SUV","Rear Wheel Drive","1997","287","0.797","22.48239","18.42351","16.29182","20.90947","482.37269","545.48859","425.02274","3685.993","-","206.7840","169.3816","10.0803","0.847265","0.045874","34.00241","0.218","0.077","0.705","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.430","-","4.3","-","5.4","0.719","0.281","-","-","-","-"
"Car SUV","Rear Wheel Drive","1998","408","0.897","21.71552","17.78663","15.55437","20.38647","499.64509","571.35066","435.92646","3895.482","-","229.4617","173.4429","10.4177","0.774721","0.044464","34.67478","0.109","-","0.891","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.210","-","4.5","-","5.8","0.526","0.474","-","-","-","-"
"Car SUV","Rear Wheel Drive","1999","413","0.846","22.05472","17.97790","15.75921","20.47862","494.32927","563.92434","433.96478","3897.519","-","223.4299","171.1972","10.4821","0.790773","0.043932","35.05611","0.089","-","0.911","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.273","-","4.4","-","5.8","0.566","0.434","-","-","-","-"
"Car SUV","Rear Wheel Drive","2000","538","0.873","21.48821","17.46716","15.29065","19.86253","508.78332","581.20479","447.42532","3914.978","-","221.1381","174.2160","10.0032","0.811940","0.044466","34.22351","0.061","-","0.939","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.244","-","4.3","-","5.8","0.676","0.324","-","-","-","-"
"Car SUV","Rear Wheel Drive","2001","467","0.629","22.06721","17.83455","15.67379","20.12963","498.30233","566.99738","441.48854","3843.731","-","209.2106","179.3571","9.6913","0.883337","0.046491","34.36116","0.061","-","0.939","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.206","-","4.3","-","5.6","0.692","0.308","-","-","-","-"
"Car SUV","Rear Wheel Drive","2002","268","0.445","21.43402","17.29462","15.11732","19.57374","513.85928","587.86884","454.02666","3935.064","-","207.6415","182.6312","9.8469","0.897969","0.046317","34.08857","0.079","-","0.921","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.598","-","4.2","-","5.7","0.814","0.186","-","-","-","-"
"Car SUV","Rear Wheel Drive","2003","196","0.341","21.94653","17.64253","15.35691","19.99322","503.72584","578.69712","444.50068","3991.081","-","217.6444","194.0893","9.4207","0.899523","0.048621","35.25064","0.054","-","0.946","-","-","-","-","1.000","-","-","-","-","-","-","-","-","1.000","-","-","-","0.249","0.029","4.2","-","5.9","0.824","0.176","-","-","-","-"
